tag uid,tag epc,fake
E2801190A50300611646D701,E2801190A50300611646D701,FALSE
E20047109FC06023E6B6010C,E20047109FC06023E6B6010C,FALSE
E28069950000400089F54AA2,E28069950000400089F54AA2,TRUE
424C552D3932000000000000,424C552D3932000000000000,TRUE
202300000000000000000000,202300000000000000000000,FALSE
